LDEV_Seq_Read_Hit_X710-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:69 X"
"1","2014/04/01 17:28",93
"2","2014/04/01 17:33",95
"3","2014/04/01 17:38",95
"4","2014/04/01 17:43",94
"5","2014/04/01 17:48",93
"6","2014/04/01 17:53",93
"7","2014/04/01 17:58",94
"8","2014/04/01 18:03",95
"9","2014/04/01 18:08",95
"10","2014/04/01 18:13",95
"11","2014/04/01 18:18",93
"12","2014/04/01 18:23",93
"13","2014/04/01 18:28",85
"14","2014/04/01 18:33",92
"15","2014/04/01 18:38",90
"16","2014/04/01 18:43",95
"17","2014/04/01 18:48",94
"18","2014/04/01 18:53",94
"19","2014/04/01 18:58",94
"20","2014/04/01 19:03",93
"21","2014/04/01 19:08",94
"22","2014/04/01 19:13",93
"23","2014/04/01 19:18",95
"24","2014/04/01 19:23",94
"25","2014/04/01 19:28",92
"26","2014/04/01 19:33",93
"27","2014/04/01 19:38",91
"28","2014/04/01 19:43",61
"29","2014/04/01 19:48",63
"30","2014/04/01 19:53",63
"31","2014/04/01 19:58",85
"32","2014/04/01 20:03",91
"33","2014/04/01 20:08",90
"34","2014/04/01 20:13",92
"35","2014/04/01 20:18",94
"36","2014/04/01 20:23",93
"37","2014/04/01 20:28",92
"38","2014/04/01 20:33",92
"39","2014/04/01 20:38",94
"40","2014/04/01 20:43",94
"41","2014/04/01 20:48",94
"42","2014/04/01 20:53",94
"43","2014/04/01 20:58",88
"44","2014/04/01 21:03",94
"45","2014/04/01 21:08",89
"46","2014/04/01 21:13",88
"47","2014/04/01 21:18",83
"48","2014/04/01 21:23",81
"49","2014/04/01 21:28",86
"50","2014/04/01 21:33",80
"51","2014/04/01 21:38",87
"52","2014/04/01 21:43",85
"53","2014/04/01 21:48",77
"54","2014/04/01 21:53",85
"55","2014/04/01 21:58",74
"56","2014/04/01 22:03",86
"57","2014/04/01 22:08",80
"58","2014/04/01 22:13",85
"59","2014/04/01 22:18",89
"60","2014/04/01 22:23",92
"61","2014/04/01 22:28",92
"62","2014/04/01 22:33",87
"63","2014/04/01 22:38",85
"64","2014/04/01 22:43",94
"65","2014/04/01 22:48",94
"66","2014/04/01 22:53",90
"67","2014/04/01 22:58",88
"68","2014/04/01 23:03",90
"69","2014/04/01 23:08",90
"70","2014/04/01 23:13",90
"71","2014/04/01 23:18",89
"72","2014/04/01 23:23",90
"73","2014/04/01 23:28",91
"74","2014/04/01 23:33",92
"75","2014/04/01 23:38",92
"76","2014/04/01 23:43",91
"77","2014/04/01 23:48",93
"78","2014/04/01 23:53",94
"79","2014/04/01 23:58",94
"80","2014/04/02 00:03",94
"81","2014/04/02 00:08",93
"82","2014/04/02 00:13",94
"83","2014/04/02 00:18",93
"84","2014/04/02 00:23",94
"85","2014/04/02 00:28",94
"86","2014/04/02 00:33",95
"87","2014/04/02 00:38",93
"88","2014/04/02 00:43",94
"89","2014/04/02 00:48",94
"90","2014/04/02 00:53",93
"91","2014/04/02 00:58",94
"92","2014/04/02 01:03",93
"93","2014/04/02 01:08",84
"94","2014/04/02 01:13",89
"95","2014/04/02 01:18",90
"96","2014/04/02 01:23",94
