LDEV_IOPS_X618-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:7C X"
"1","2014/04/01 17:28",12
"2","2014/04/01 17:33",11
"3","2014/04/01 17:38",9
"4","2014/04/01 17:43",10
"5","2014/04/01 17:48",3
"6","2014/04/01 17:53",9
"7","2014/04/01 17:58",3
"8","2014/04/01 18:03",11
"9","2014/04/01 18:08",6
"10","2014/04/01 18:13",11
"11","2014/04/01 18:18",6
"12","2014/04/01 18:23",12
"13","2014/04/01 18:28",5
"14","2014/04/01 18:33",11
"15","2014/04/01 18:38",10
"16","2014/04/01 18:43",14
"17","2014/04/01 18:48",7
"18","2014/04/01 18:53",11
"19","2014/04/01 18:58",6
"20","2014/04/01 19:03",10
"21","2014/04/01 19:08",12
"22","2014/04/01 19:13",11
"23","2014/04/01 19:18",13
"24","2014/04/01 19:23",12
"25","2014/04/01 19:28",11
"26","2014/04/01 19:33",11
"27","2014/04/01 19:38",14
"28","2014/04/01 19:43",13
"29","2014/04/01 19:48",9
"30","2014/04/01 19:53",7
"31","2014/04/01 19:58",11
"32","2014/04/01 20:03",16
"33","2014/04/01 20:08",14
"34","2014/04/01 20:13",14
"35","2014/04/01 20:18",13
"36","2014/04/01 20:23",12
"37","2014/04/01 20:28",14
"38","2014/04/01 20:33",12
"39","2014/04/01 20:38",13
"40","2014/04/01 20:43",14
"41","2014/04/01 20:48",12
"42","2014/04/01 20:53",13
"43","2014/04/01 20:58",12
"44","2014/04/01 21:03",16
"45","2014/04/01 21:08",7
"46","2014/04/01 21:13",8
"47","2014/04/01 21:18",9
"48","2014/04/01 21:23",10
"49","2014/04/01 21:28",9
"50","2014/04/01 21:33",9
"51","2014/04/01 21:38",9
"52","2014/04/01 21:43",11
"53","2014/04/01 21:48",6
"54","2014/04/01 21:53",9
"55","2014/04/01 21:58",8
"56","2014/04/01 22:03",16
"57","2014/04/01 22:08",15
"58","2014/04/01 22:13",11
"59","2014/04/01 22:18",19
"60","2014/04/01 22:23",24
"61","2014/04/01 22:28",23
"62","2014/04/01 22:33",16
"63","2014/04/01 22:38",17
"64","2014/04/01 22:43",26
"65","2014/04/01 22:48",21
"66","2014/04/01 22:53",18
"67","2014/04/01 22:58",14
"68","2014/04/01 23:03",16
"69","2014/04/01 23:08",20
"70","2014/04/01 23:13",21
"71","2014/04/01 23:18",24
"72","2014/04/01 23:23",21
"73","2014/04/01 23:28",23
"74","2014/04/01 23:33",21
"75","2014/04/01 23:38",27
"76","2014/04/01 23:43",29
"77","2014/04/01 23:48",24
"78","2014/04/01 23:53",21
"79","2014/04/01 23:58",23
"80","2014/04/02 00:03",23
"81","2014/04/02 00:08",29
"82","2014/04/02 00:13",29
"83","2014/04/02 00:18",25
"84","2014/04/02 00:23",26
"85","2014/04/02 00:28",28
"86","2014/04/02 00:33",27
"87","2014/04/02 00:38",25
"88","2014/04/02 00:43",25
"89","2014/04/02 00:48",27
"90","2014/04/02 00:53",27
"91","2014/04/02 00:58",22
"92","2014/04/02 01:03",21
"93","2014/04/02 01:08",14
"94","2014/04/02 01:13",18
"95","2014/04/02 01:18",16
"96","2014/04/02 01:23",16
