LDEV_Rnd_Write_IOPS_X417-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:32:6A X"
"1","2014/04/01 17:28",12
"2","2014/04/01 17:33",2
"3","2014/04/01 17:38",17
"4","2014/04/01 17:43",13
"5","2014/04/01 17:48",1
"6","2014/04/01 17:53",17
"7","2014/04/01 17:58",13
"8","2014/04/01 18:03",2
"9","2014/04/01 18:08",18
"10","2014/04/01 18:13",14
"11","2014/04/01 18:18",2
"12","2014/04/01 18:23",17
"13","2014/04/01 18:28",11
"14","2014/04/01 18:33",1
"15","2014/04/01 18:38",17
"16","2014/04/01 18:43",13
"17","2014/04/01 18:48",1
"18","2014/04/01 18:53",25
"19","2014/04/01 18:58",19
"20","2014/04/01 19:03",1
"21","2014/04/01 19:08",20
"22","2014/04/01 19:13",14
"23","2014/04/01 19:18",3
"24","2014/04/01 19:23",27
"25","2014/04/01 19:28",33
"26","2014/04/01 19:33",33
"27","2014/04/01 19:38",44
"28","2014/04/01 19:43",42
"29","2014/04/01 19:48",33
"30","2014/04/01 19:53",16
"31","2014/04/01 19:58",13
"32","2014/04/01 20:03",3
"33","2014/04/01 20:08",18
"34","2014/04/01 20:13",17
"35","2014/04/01 20:18",6
"36","2014/04/01 20:23",19
"37","2014/04/01 20:28",16
"38","2014/04/01 20:33",6
"39","2014/04/01 20:38",20
"40","2014/04/01 20:43",17
"41","2014/04/01 20:48",4
"42","2014/04/01 20:53",19
"43","2014/04/01 20:58",15
"44","2014/04/01 21:03",4
"45","2014/04/01 21:08",18
"46","2014/04/01 21:13",18
"47","2014/04/01 21:18",9
"48","2014/04/01 21:23",18
"49","2014/04/01 21:28",16
"50","2014/04/01 21:33",10
"51","2014/04/01 21:38",19
"52","2014/04/01 21:43",15
"53","2014/04/01 21:48",3
"54","2014/04/01 21:53",20
"55","2014/04/01 21:58",16
"56","2014/04/01 22:03",5
"57","2014/04/01 22:08",21
"58","2014/04/01 22:13",17
"59","2014/04/01 22:18",4
"60","2014/04/01 22:23",19
"61","2014/04/01 22:28",15
"62","2014/04/01 22:33",6
"63","2014/04/01 22:38",19
"64","2014/04/01 22:43",15
"65","2014/04/01 22:48",3
"66","2014/04/01 22:53",22
"67","2014/04/01 22:58",13
"68","2014/04/01 23:03",4
"69","2014/04/01 23:08",28
"70","2014/04/01 23:13",20
"71","2014/04/01 23:18",7
"72","2014/04/01 23:23",41
"73","2014/04/01 23:28",35
"74","2014/04/01 23:33",6
"75","2014/04/01 23:38",15
"76","2014/04/01 23:43",12
"77","2014/04/01 23:48",1
"78","2014/04/01 23:53",15
"79","2014/04/01 23:58",12
"80","2014/04/02 00:03",3
"81","2014/04/02 00:08",16
"82","2014/04/02 00:13",12
"83","2014/04/02 00:18",1
"84","2014/04/02 00:23",16
"85","2014/04/02 00:28",12
"86","2014/04/02 00:33",2
"87","2014/04/02 00:38",16
"88","2014/04/02 00:43",13
"89","2014/04/02 00:48",2
"90","2014/04/02 00:53",18
"91","2014/04/02 00:58",13
"92","2014/04/02 01:03",1
"93","2014/04/02 01:08",27
"94","2014/04/02 01:13",23
"95","2014/04/02 01:18",3
"96","2014/04/02 01:23",21
